Date : 2025-12-09 16:52:38
Directory : /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/core
Total : 920 files,  -183543 codes, -11481 comments, -24823 blanks, all -219847 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/hooks/useQuotaAndFallback.ts                                    | TypeScript         |       -139 |         -9 |        -18 |       -166 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/hooks/useReactToolScheduler.test.ts                             | TypeScript         |        -60 |         -7 |        -11 |        -78 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/hooks/useReactToolScheduler.ts                                  | TypeScript         |       -307 |        -13 |        -29 |       -349 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/hooks/useRefreshMemoryCommand.ts                                | TypeScript         |         -1 |         -5 |         -2 |         -8 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/hooks/useReverseSearchCompletion.test.tsx                       | TypeScript JSX     |       -217 |         -7 |        -44 |       -268 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/hooks/useReverseSearchCompletion.tsx                            | TypeScript JSX     |       -129 |         -8 |        -19 |       -156 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/hooks/useSelectionList.test.tsx                                 | TypeScript JSX     |       -806 |        -35 |       -167 |     -1,008 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/hooks/useSelectionList.ts                                       | TypeScript         |       -319 |        -32 |        -59 |       -410 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/hooks/useSessionBrowser.test.ts                                 | TypeScript         |       -224 |         -7 |        -33 |       -264 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/hooks/useSessionBrowser.ts                                      | TypeScript         |       -221 |        -38 |        -31 |       -290 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/hooks/useSessionResume.test.ts                                  | TypeScript         |       -375 |        -12 |        -58 |       -445 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/hooks/useSessionResume.ts                                       | TypeScript         |        -75 |        -17 |        -10 |       -102 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/hooks/useSettingsCommand.ts                                     | TypeScript         |        -15 |         -5 |         -6 |        -26 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/hooks/useShellHistory.test.ts                                   | TypeScript         |       -239 |        -16 |        -57 |       -312 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/hooks/useShellHistory.ts                                        | TypeScript         |       -114 |        -10 |        -17 |       -141 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/hooks/useShowMemoryCommand.ts                                   | TypeScript         |        -63 |         -5 |         -9 |        -77 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/hooks/useSlashCompletion.test.ts                                | TypeScript         |       -904 |        -27 |        -76 |     -1,007 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/hooks/useSlashCompletion.ts                                     | TypeScript         |       -472 |        -37 |        -64 |       -573 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/hooks/useStateAndRef.ts                                         | TypeScript         |        -23 |         -9 |         -5 |        -37 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/hooks/useTerminalSize.ts                                        | TypeScript         |        -20 |         -5 |         -6 |        -31 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/hooks/useThemeCommand.ts                                        | TypeScript         |        -92 |         -9 |        -10 |       -111 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/hooks/useTimer.test.tsx                                         | TypeScript JSX     |       -123 |         -6 |        -21 |       -150 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/hooks/useTimer.ts                                               | TypeScript         |        -41 |        -15 |        -10 |        -66 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/hooks/useToolScheduler.test.ts                                  | TypeScript         |       -965 |        -20 |       -105 |     -1,090 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/hooks/vim.test.tsx                                              | TypeScript JSX     |     -1,293 |        -45 |       -273 |     -1,611 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/hooks/vim.ts                                                    | TypeScript         |       -576 |       -111 |       -100 |       -787 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/keyMatchers.test.ts                                             | TypeScript         |       -387 |        -19 |        -26 |       -432 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/keyMatchers.ts                                                  | TypeScript         |        -52 |        -31 |        -19 |       -102 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/layouts/DefaultAppLayout.tsx                                    | TypeScript JSX     |        -53 |         -7 |         -7 |        -67 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/layouts/ScreenReaderAppLayout.tsx                               | TypeScript JSX     |        -38 |         -5 |         -5 |        -48 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/noninteractive/nonInteractiveUi.ts                              | TypeScript         |        -20 |        -10 |         -3 |        -33 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/privacy/CloudFreePrivacyNotice.test.tsx                         | TypeScript JSX     |       -118 |         -6 |        -19 |       -143 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/privacy/CloudFreePrivacyNotice.tsx                              | TypeScript JSX     |       -118 |         -7 |        -11 |       -136 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/privacy/CloudPaidPrivacyNotice.test.tsx                         | TypeScript JSX     |        -26 |         -6 |        -11 |        -43 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/privacy/CloudPaidPrivacyNotice.tsx                              | TypeScript JSX     |        -50 |         -5 |         -5 |        -60 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/privacy/GeminiPrivacyNotice.test.tsx                            | TypeScript JSX     |        -26 |         -6 |        -11 |        -43 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/privacy/GeminiPrivacyNotice.tsx                                 | TypeScript JSX     |        -53 |         -5 |         -5 |        -63 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/privacy/PrivacyNotice.test.tsx                                  | TypeScript JSX     |        -64 |         -6 |        -10 |        -80 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/privacy/PrivacyNotice.tsx                                       | TypeScript JSX     |        -32 |         -5 |         -6 |        -43 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/semantic-colors.ts                                              | TypeScript         |        -19 |         -5 |         -3 |        -27 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/state/extensions.test.ts                                        | TypeScript         |       -233 |         -5 |        -40 |       -278 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/state/extensions.ts                                             | TypeScript         |       -127 |         -7 |        -13 |       -147 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/textConstants.ts                                                | TypeScript         |         -4 |         -5 |         -5 |        -14 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/themes/ansi-light.ts                                            | TypeScript         |       -143 |         -5 |         -4 |       -152 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/themes/ansi.ts                                                  | TypeScript         |       -147 |        -10 |         -4 |       -161 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/themes/atom-one-dark.ts                                         | TypeScript         |       -139 |         -5 |         -4 |       -148 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/themes/ayu-light.ts                                             | TypeScript         |       -131 |         -5 |         -4 |       -140 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/themes/ayu.ts                                                   | TypeScript         |       -105 |         -5 |         -4 |       -114 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/themes/color-utils.test.ts                                      | TypeScript         |       -223 |         -8 |        -28 |       -259 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/themes/color-utils.ts                                           | TypeScript         |       -213 |        -28 |        -13 |       -254 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/themes/default-light.ts                                         | TypeScript         |        -99 |         -5 |         -3 |       -107 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/themes/default.ts                                               | TypeScript         |       -142 |         -5 |         -3 |       -150 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/themes/dracula.ts                                               | TypeScript         |       -116 |         -5 |         -4 |       -125 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/themes/github-dark.ts                                           | TypeScript         |       -139 |         -5 |         -4 |       -148 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/themes/github-light.ts                                          | TypeScript         |       -141 |         -5 |         -4 |       -150 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/themes/googlecode.ts                                            | TypeScript         |       -138 |         -5 |         -4 |       -147 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/themes/holiday.ts                                               | TypeScript         |       -161 |         -5 |         -4 |       -170 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/themes/no-color.ts                                              | TypeScript         |       -120 |         -5 |         -5 |       -130 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/themes/semantic-tokens.ts                                       | TypeScript         |       -125 |         -5 |         -6 |       -136 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/themes/shades-of-purple.ts                                      | TypeScript         |       -259 |        -51 |        -43 |       -353 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/themes/theme-manager.test.ts                                    | TypeScript         |       -146 |         -7 |        -30 |       -183 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/themes/theme-manager.ts                                         | TypeScript         |       -238 |        -53 |        -40 |       -331 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/themes/theme.test.ts                                            | TypeScript         |       -142 |        -12 |        -17 |       -171 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/themes/theme.ts                                                 | TypeScript         |       -418 |        -60 |        -24 |       -502 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/themes/xcode.ts                                                 | TypeScript         |       -146 |         -5 |         -4 |       -155 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/types.ts                                                        | TypeScript         |       -326 |        -30 |        -47 |       -403 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/utils/CodeColorizer.test.tsx                                    | TypeScript JSX     |        -32 |        -11 |         -7 |        -50 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/utils/CodeColorizer.tsx                                         | TypeScript JSX     |       -220 |        -33 |        -27 |       -280 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/utils/ConsolePatcher.ts                                         | TypeScript         |        -50 |         -5 |        -10 |        -65 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/utils/InlineMarkdownRenderer.test.ts                            | TypeScript         |        -18 |         -5 |         -3 |        -26 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/utils/InlineMarkdownRenderer.tsx                                | TypeScript JSX     |       -178 |         -7 |         -4 |       -189 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/utils/MarkdownDisplay.test.tsx                                  | TypeScript JSX     |       -195 |         -5 |        -22 |       -222 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/utils/MarkdownDisplay.tsx                                       | TypeScript JSX     |       -440 |         -8 |         -8 |       -456 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/utils/TableRenderer.tsx                                         | TypeScript JSX     |       -115 |        -23 |        -22 |       -160 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/utils/bracketedPaste.ts                                         | TypeScript         |         -9 |         -5 |         -5 |        -19 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/utils/clipboardUtils.test.ts                                    | TypeScript         |        -56 |        -12 |         -9 |        -77 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/utils/clipboardUtils.ts                                         | TypeScript         |        -99 |        -31 |        -16 |       -146 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/utils/commandUtils.test.ts                                      | TypeScript         |       -309 |        -21 |        -67 |       -397 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/utils/commandUtils.ts                                           | TypeScript         |       -161 |        -44 |        -32 |       -237 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/utils/computeStats.test.ts                                      | TypeScript         |       -265 |         -5 |        -26 |       -296 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/utils/computeStats.ts                                           | TypeScript         |        -76 |         -5 |         -9 |        -90 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/utils/directoryUtils.test.ts                                    | TypeScript         |        -49 |         -5 |        -10 |        -64 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/utils/directoryUtils.ts                                         | TypeScript         |        -14 |         -5 |         -3 |        -22 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/utils/displayUtils.test.ts                                      | TypeScript         |        -67 |         -5 |        -12 |        -84 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/utils/displayUtils.ts                                           | TypeScript         |        -23 |         -7 |         -6 |        -36 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/utils/formatters.test.ts                                        | TypeScript         |        -52 |         -5 |        -16 |        -73 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/utils/formatters.ts                                             | TypeScript         |        -41 |        -12 |        -11 |        -64 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/utils/highlight.test.ts                                         | TypeScript         |       -114 |         -5 |        -18 |       -137 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/utils/highlight.ts                                              | TypeScript         |        -76 |         -9 |        -19 |       -104 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/utils/input.test.ts                                             | TypeScript         |        -34 |         -9 |         -8 |        -51 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/utils/input.ts                                                  | TypeScript         |        -32 |        -16 |        -11 |        -59 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/utils/isNarrowWidth.ts                                          | TypeScript         |         -3 |         -5 |         -2 |        -10 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/utils/kittyProtocolDetector.test.ts                             | TypeScript         |        -94 |        -18 |        -34 |       -146 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/utils/kittyProtocolDetector.ts                                  | TypeScript         |        -85 |        -26 |        -23 |       -134 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/utils/markdownUtilities.test.ts                                 | TypeScript         |        -35 |         -7 |         -9 |        -51 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/utils/markdownUtilities.ts                                      | TypeScript         |        -62 |        -55 |         -9 |       -126 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/utils/mouse.test.ts                                             | TypeScript         |       -132 |        -12 |        -18 |       -162 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/utils/mouse.ts                                                  | TypeScript         |       -192 |        -14 |        -28 |       -234 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/utils/terminalSetup.test.ts                                     | TypeScript         |       -128 |         -7 |        -32 |       -167 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/utils/terminalSetup.ts                                          | TypeScript         |       -251 |        -65 |        -42 |       -358 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/utils/textOutput.test.ts                                        | TypeScript         |        -73 |         -7 |        -20 |       -100 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/utils/textOutput.ts                                             | TypeScript         |        -29 |        -23 |         -8 |        -60 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/utils/textUtils.test.ts                                         | TypeScript         |       -149 |         -5 |        -23 |       -177 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/utils/textUtils.ts                                              | TypeScript         |       -114 |        -69 |        -35 |       -218 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/utils/ui-sizing.test.ts                                         | TypeScript         |        -48 |        -11 |        -13 |        -72 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/utils/ui-sizing.ts                                              | TypeScript         |        -26 |         -6 |         -6 |        -38 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/utils/updateCheck.test.ts                                       | TypeScript         |       -128 |         -6 |        -22 |       -156 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/ui/utils/updateCheck.ts                                            | TypeScript         |        -87 |        -11 |        -16 |       -114 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/utils/checks.test.ts                                               | TypeScript         |        -23 |         -5 |         -5 |        -33 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/utils/checks.ts                                                    | TypeScript         |         -8 |        -18 |         -3 |        -29 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/utils/cleanup.test.ts                                              | TypeScript         |        -94 |        -10 |        -23 |       -127 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/utils/cleanup.ts                                                   | TypeScript         |        -54 |        -15 |        -10 |        -79 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/utils/commands.test.ts                                             | TypeScript         |       -120 |         -6 |        -15 |       -141 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/utils/commands.ts                                                  | TypeScript         |        -40 |        -20 |        -12 |        -72 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/utils/commentJson.test.ts                                          | TypeScript         |       -280 |        -31 |        -60 |       -371 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/utils/commentJson.ts                                               | TypeScript         |       -117 |        -28 |        -20 |       -165 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/utils/deepMerge.test.ts                                            | TypeScript         |       -162 |        -15 |        -26 |       -203 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/utils/deepMerge.ts                                                 | TypeScript         |        -74 |         -5 |        -12 |        -91 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/utils/dialogScopeUtils.test.ts                                     | TypeScript         |        -89 |         -5 |        -15 |       -109 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/utils/dialogScopeUtils.ts                                          | TypeScript         |        -49 |        -14 |         -9 |        -72 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/utils/envVarResolver.test.ts                                       | TypeScript         |       -222 |        -12 |        -64 |       -298 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/utils/envVarResolver.ts                                            | TypeScript         |        -69 |        -48 |        -10 |       -127 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/utils/errors.test.ts                                               | TypeScript         |       -483 |        -11 |        -79 |       -573 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/utils/errors.ts                                                    | TypeScript         |       -190 |        -35 |        -24 |       -249 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/utils/events.test.ts                                               | TypeScript         |        -18 |         -5 |        -10 |        -33 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/utils/events.ts                                                    | TypeScript         |        -19 |         -5 |         -5 |        -29 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/utils/gitUtils.test.ts                                             | TypeScript         |       -122 |         -5 |        -23 |       -150 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/utils/gitUtils.ts                                                  | TypeScript         |        -78 |        -26 |        -17 |       -121 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/utils/handleAutoUpdate.test.ts                                     | TypeScript         |       -319 |        -15 |        -63 |       -397 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/utils/handleAutoUpdate.ts                                          | TypeScript         |       -142 |         -6 |        -19 |       -167 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/utils/installationInfo.test.ts                                     | TypeScript         |       -258 |         -7 |        -55 |       -320 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/utils/installationInfo.ts                                          | TypeScript         |       -149 |        -17 |        -15 |       -181 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/utils/math.test.ts                                                 | TypeScript         |        -17 |         -5 |         -3 |        -25 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/utils/math.ts                                                      | TypeScript         |         -2 |        -12 |         -2 |        -16 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/utils/persistentState.test.ts                                      | TypeScript         |        -65 |         -5 |        -14 |        -84 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/utils/persistentState.ts                                           | TypeScript         |        -62 |         -7 |        -11 |        -80 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/utils/processUtils.test.ts                                         | TypeScript         |        -14 |         -5 |         -4 |        -23 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/utils/processUtils.ts                                              | TypeScript         |         -6 |        -11 |         -4 |        -21 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/utils/readStdin.test.ts                                            | TypeScript         |        -98 |        -15 |        -33 |       -146 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/utils/readStdin.ts                                                 | TypeScript         |        -54 |         -8 |        -10 |        -72 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/utils/relaunch.test.ts                                             | TypeScript         |       -262 |        -29 |        -55 |       -346 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/utils/relaunch.ts                                                  | TypeScript         |        -49 |         -9 |        -11 |        -69 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/utils/resolvePath.test.ts                                          | TypeScript         |        -25 |         -5 |         -6 |        -36 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/utils/resolvePath.ts                                               | TypeScript         |        -14 |         -5 |         -3 |        -22 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/utils/sandbox.test.ts                                              | TypeScript         |       -356 |        -15 |        -39 |       -410 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/utils/sandbox.ts                                                   | TypeScript         |       -637 |       -100 |        -86 |       -823 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/utils/sandboxUtils.test.ts                                         | TypeScript         |       -123 |         -6 |        -24 |       -153 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/utils/sandboxUtils.ts                                              | TypeScript         |       -124 |         -8 |        -17 |       -149 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/utils/sessionCleanup.integration.test.ts                           | TypeScript         |       -196 |        -21 |        -35 |       -252 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/utils/sessionCleanup.test.ts                                       | TypeScript         |     -1,453 |        -71 |       -228 |     -1,752 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/utils/sessionCleanup.ts                                            | TypeScript         |       -211 |        -48 |        -41 |       -300 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/utils/sessionUtils.test.ts                                         | TypeScript         |       -552 |        -33 |        -92 |       -677 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/utils/sessionUtils.ts                                              | TypeScript         |       -310 |       -114 |        -50 |       -474 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/utils/sessions.test.ts                                             | TypeScript         |       -581 |        -71 |        -92 |       -744 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/utils/sessions.ts                                                  | TypeScript         |        -77 |        -10 |        -14 |       -101 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/utils/settingsUtils.test.ts                                        | TypeScript         |       -995 |        -21 |       -138 |     -1,154 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/utils/settingsUtils.ts                                             | TypeScript         |       -323 |       -115 |        -61 |       -499 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/utils/spawnWrapper.ts                                              | TypeScript         |         -2 |         -5 |         -3 |        -10 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/utils/startupWarnings.test.ts                                      | TypeScript         |        -56 |         -5 |        -16 |        -77 |
| /Users/neilluo/workspaces/AI/ai-agent/gemini-cli/packages/cli/src/utils/startupWarnings.ts                                           | TypeScript         |        -25 |        -12 |         -4 |        -41 |
